text,target
en 8 días me dan mi ine ¿ya le podré mentar la madre a los políticos o todavía no? 🤔,0
me estás volviendo loca! no sé que demonios quieres o qué pasa por tu cabeza!,0
me encanta como quisiste hacer un mega chisme de mi y ahora todo te tiran de a loca 😂😂😂😂 adoro mi prepa,0
pero nadamas acaben las putas reparaciones de las plantas me agarrare chingo de días de descanso 😡,0
también somos de los países más felices del mundo ergo nos vale madre el trabajo? 🤔,0
los sonámbulos... del “espíritu animal” y la loca academia del nobel: jesús delgado #digitalmex  vía digitalmexp vía digitalmexp,0
divertida deportista mediofit-mediocomidachatarra  inteligente loca voy para médico ¿qué me falta? ah! que te trate de la chingada!,0
si vos querés vivir como una reyna  buscate un groso mamita jajajaj que hdp,0
que maricon te viste pegándole al reportero #lordcachetada,1
cómo me encanta poner bien putos a mis culitos!! #bb #apelo,0
@usuario no que muy pinches hombrecitos los policías ?? pero no vieran a uno solo o con su familia por que ahí sí no se tientan el corazón. putos,1
@usuario es la mejor es mujer es luchona es hija es novia es abogada es mi vieja chingaoooo jajaja…,0
como nome di cuenta hah chingada madre jajajaj,0
@usuario @usuario @usuario basura q nadie lo soporta en chile es yn pobre chupa patas x $$ maldito hdp!!,1
toda su adolescencia fueron putas tomando pastillas anticonceptivas abortando y luego a los treintas se quejan de que no pueden tener hijos,1
me dicen que llegan a la 10 y mira las putas horas que son!!! me caga esperar aunque sea en mi casa!!!,0
la más señora de todas las putas la más puta de todas las señoras.,1
dayana te ves bien rica mi amor con ganas de darte verga bien rico,1
que pinche plancha le metieron al chuky q poca madre de ese tico,0
hasta en valer verga valgo verga &lt;/3  ya matenme alv,0
suspendieron a uber temporalmente en puebla hdp! 😑  los taxistas aparte de mal educados se exceden de precios y a parte ladrones.,1
"slp demostrando su cultura alguien oyo el ""eeeeh putos""? lleno a pesar del costo y gente civilizada eh? @usuario?",0
mi madre no deja de decir que se va acabar el mundo en dos semanas me mete miedo😕,0
para romperles su puta madre... pinche madre me siento muy putas impotente... y enojada triste... nadie le hace eso a mí mamá,0
"""no me importa lo que digan esos putos periodistas""... esto es callar bocas (a medias pues).",1
ando valiendo pura madre en la escuela/vida/amor,0
y las que no somos putas estamos solas allá ustedes,0
no se supone que llueve agua?lo único que eh visto es que están lloviendo mucha putas últimamente,1
me siento culpable porque supere bien rápido por el wey que me mandó a la verga hace como una semana.,0
@usuario que se lleven a su madre .. a ver que se sienten  hdp,1
"@usuario los que no tienen ""disciplina"" son los hdp que agreden y asesinan a mujeres (y hombres por igual) solo por tener la oportunidad.",1
@usuario un p.a.r.a.s.i.t.o.   en toda la.extension de la palabra..un vividor hdp...,1
luis si estás leyendo esto chinga tu madre.,1
no mi pinche indignación no es un síntoma de estar loca. pero tú actitud es tu mala costumbre de no tener pinche decencia y valores.,0
porq no dises q televisa pone presidentes vende putas para los mas ricos de pais q tu puedes correr aquienquieras,0
que les parece esta verga? a mí se me hace muy fea.,0
#cosasquememolestan el puto tráfico hecho por gente inculta que no se porque putas madres aprendió a manejar,1
amaneci con un humor bien quien sabe como canto tonterias bailo... es como una loca desorganizada en un mundo ejecutivo. ¿me explique?,0
amo esta sonrisa m tiene loca #reggaetonlento #heydj #kcaargentina,0
@usuario gracias putita aún que no soy de aya pero si kiero romperte ese culo y dejarte la panocha rosada de tanta verga zorra,1
hoy me fui a sacar la ceja y una me quedo de la verga por que me castigas asi diosito?,0
@usuario se me fue el pedo jajajajajaja chale bale berga,0
tengo unas putas ganas de leer nuevamente harry potter. 😩,0
voy a mirar el partido sola pq la putita esta se durmio,1
nada más marica que esto váyanse a un hotel y chupale su mion.,0
¿no hay excusa para llegar tarde todos los días? su clase empieza a las putas siete a eme. #tsea,0
con todo respeto y educación campus tú y tu quinto semestre pueden tomar la puerta e irse a chigar toda su puta madre,0
si te trato bien considéralo un regalo de la madre naturaleza porque algo debiste hacer para ganar tanto esfuerzo de mi parte jaja.,0
sabés que vives en un pueblo cuando en los oxxos no venden putas tarjetas de spotify. 😒,0
tomarse selifies de putos está siempre en sus mentes,1
vali verga amigo por hambreado. y anoche mexico me cago el parlay ces pendejos.,0
a la madre que impresión me llevé hoy... 🙁,0
festival del pan de muerto festival de la enchilada festival de sus putas madres ¿por qué hacen festivales de todo? me cagan😠,0
muy mamones en twitter pero al llegar la noche duermen abrazando el recuerdo de la persona que los mandó a la verga.,0
que se cancelan dije me vale verga si no nacen más pinchis bebés igual ya hay mucha gente,0
no hay mujeres totalmente inocentes ni putas totalmente perversas. en toda mujer hay una delicada mezcla de ambas.,0
yo quiero una verga de ese tamaño mi culo quiero que lo partan alguien así en león gto yo inter,0
@usuario parásito ¿algo que decir? pero eso si mandas policías a divertirse al ver el fútbol @usuario sigue de inepto hdp,1
y me siguen llamando para quererme entregar: primera en la mañana segunda a las 12 y ahora a la 1... chingado que no! a las putas 2!!,0
@usuario @usuario esa foto no tiene madre 😍😭 jalo jalo cuando quieran 🤗🤗,0
maricas vendidos de my patria y amigos . coaxpa no c olvida cabeza de juarez tlampan tampoco mileniagays o putos,1
ojalá pronto llegue una era de hielo a ver si así se les aplaca ese calor que mantienen siempre en la panocha putas.,1
ya @ a los pendejos que critican a ochoa por este golazo. jaja chinguen a su madre. en su puta cosa paran un vergazo de esos. increíble.,1
estoy hasta la puta madre de que todas las cosas de star wars estén bien putas caras,0
mi amor pasándola muy rico con nuestro single! #putita #hotwife #nochedetrios,0
me sirve más limpiar mis lentes con papel de baño que con esos putos trapos especiales que venden.,0
un ratito de exhibicionismo y clau no deja de ser una putita en todos lados rt rt rt que harían si se la encuentran,1
no esta mal que comas en el salón pero ten tantita madre si traes atún😒,0
ya quitaron el tuit? bien sólo les tomo dos putos días.,0
¿de qué película loca hablan? ¿podrían compartirla conmigo? :),0
cuando no tienes a nadie a quien etiquetar porque todos tus amigos (as) son bien  putas 😂😂,1
jajajajaja mejor que vaya a prohibir a su casa a los deportistas q los deje empaz. vieja loca,0
así mi mañana porque loca de animales y tener 3 es bien fácil decía 🎈😞,0
mi abuelito dice que en sus tiempos las únicas que fumaban mota eran las putas y tatuadas y esta contento porque no se pierde esa costumbre,1
#repost @usuario (get_repost) ・・・ hoy mi madre se reencontró con mi papi su hermana… <url>,0
mi gallo era cleveland por la americana pero nomms putos yankees  por la nacional mis dodgers,1
¿cuántos putos lustros duran los 15 minutos que se hacen de mi casa a mi oficina? #tráficocdmx,0
hahahahahahaha putos chairos ojala se atraganten con un pedazo de vidrio por ridiculous,1
se ve que le encanta mamar verga si con una la disfruta ..me imagino con dos vergas lo gozará más ..…,1
es diferente tambien pase con karlita y ella es gordibuena esta chava es delgada,0
jajaja amor está niña esta loca 🙄 io ni le pido fotos o algo aziii eee,0
en su pinche rancho se nos respeta hijos de su tica madre @usuario #puravida #costarica,1
se me paró la verga en el gym jajaja que buen culote,0
es muy sad como lisa siempre vale verga y a bart todo le sale bien a pesar de ser un bastardo :(,0
como dijera mi compa el ezequiel me pelan toda la verga,0
la netflix si me pone sad porqué soy bien marica pero come popo paola.,0
"""porque mean parados piensan q son hombres“ jajajajaja q hdp",1
ay amigos les juro que si no me muero por joto me muero de diabetes.,0
me espera una semana loca y yo twiteando deberían quitarme el internet.,0
avisen cuando esta permitido putear a estos hijos de mil putas. digo porque no se les puede decir nada que aca se enojan.,1
pero la defendi como ninja saque el fuá y eso que soy bien marica,0
mi tia me debe 3500 pesos cuando putas me los ira a pagar :(,0
estoy van por reclamar a los putos mods de mierda que me matar los trials .-.,0
pendeja eso es lo q trato de decir en sarcasmo o biseverza,1
con un gran equipo multidisciplinario logramos atender exitosamente a binomio madre -hija por enfermedad cardiaca con alto riesgo!,0
#xxx #milf #porno #nsfw cuando tu esposa acepta que le descargues toda la leche en su cara vean 😱😱--&gt;,0
y es mi cumpleaños lo voy a festejar desvelándome y votando como loca :v,0
soy muy joto men le tengo miedo a los ratones y las ratas es lo unico que le tengo miedo en la vida  xd,0
platicamos en @usuario con rufi gonzález madre de dos hijos con daca... preocupados por la decisión de trump. ella es de la mixteca,0
cuándo te enamoras es como cuando votas por el pri sabes que te va a cargar la verga pero ahí vas de pendejo.,0
pueden ir al gimnasio a correr o practicar el deporte que sea sin estar mamando en las redes sociales como imbéciles. pinches pendejos.,1
"par de putos. ""tienes razón"" ""ya no les contestes "" jajajaja",0
se la quiero mamar a @usuario algun chacal o mejor aun @usuario,0
vete a la verga con tus putas juntas fuera de mi horario de trabajo. 🙂,1
vaya historia increíble como pueden hacerle eso a una persona y salir impunes nadie merece que un marica cobarde haga eso,0
me vale verga en qué dia estemos fingiré que es 13/08. qué bueno estuvo el capítulo de twin peaks de hoy sesta poniendo buena la novela.,0
no puedo creer que con cuatro putas materias esté valiendo madres,0
ella me mando a la jodida que por chaparro y por feo y yo le dije que si que si es cierto 😂,0
@usuario que poca madre!! estos son mega delincuentes soberbios alibaba se queda péndejo alado de estas ratas...,1
tan emocionada que estaba por ver coco y me cargo la verga,0
sabes que ya valiste verga cuando usas paraguas en vez de mojarte en la lluvia. 🙂,0
pues si. se llegó el día en el que invité a una amiga al cine porque mujer luchona -una futura mamá luchona y cabrona indomable como lupita dalesio,0
de las cosas que más me gustan de ese hombre es su sonrisa ☺️ cada vez que me sonríe me vuelve loca.,0
no le deseo el mal a nadie pero espero que algún día el tipo que la haya atropellado reciba su merecido el hdp.....,1
"hoy fui a la universidad y estuve en una clase en la que literal lo único que hice fue estar sentada jugando ""gato"" por 2 putas horas!",0
@usuario chingas a tu madre anaya rata de mierda tu y tu familia sólo para eso quieren el poder bola de corruptos todos los partidos son lo mismo,1
hastavla puta madre de pedo #felices23 #te amo te putas amo! y sin ti no soy. nada alba,0
quiero saber quien v*rgas hace la logística del aviación cañada💆 3 putas combis a las 9 de la mañana😠,0
mmmta... para acabarla de chingar @usuario va perdiendo frente a @usuario ... osea los putos jaguars. 🏈👎 gracias por nada acereros.,1
soy una loca por qué vivo en un mundo que no merece mi sensatez.,0
"niños de 5 años que dicen: ""vete a la verga"". yo a su edad decía: ""come torta con tu hermana la gordota"".",0
hagamos como si nadie se diera cuenta que me esta cogiendo de marica.,0
sé humilde y sencillo aunque tú sepas que eres la mera verga.,0
#consalvadoriglesias habrá putas para todos!!! yeii,0
pero si hay gente pndjaora resulta ke un animal s mas importante ke un niño. ni madres…,1
como debe ser chingada madre!  #mexicandesmotherpalmundial,0
cómo me encanta la verdad q me den así no me lleno de verga  además quiero panocha para chupar también alguna pareja <url>,0
si te molesta la palabra verga no la digas y ya cállate a la verga.,0
@usuario haber lameculos donde esta la trepadora d @usuario ustedes siempre queriendo quedar bien,1
@usuario o tal vez no lo quieren como la mayoría de los mexicanos por puto populista quizá???,1
"recordando esas salidas en donde ""pedas pero no pendejas"" informándole a nuestro roomie dónde andábamos viviendo l…",0
lo que no entiendo es cómo le hacen los putos mosquitos para salir justo cuando apagas la luz si estuviste horas antes buscándolos y nada.,0
la primera regla es: no le creas nada a esos putos religiosos doble moral. ¡nada!,1
lo unico que quiero es que me dejen en paz con las putas indirectas e insinuaciones,0
feliz 10 de mayo día de la madre (mothers day):,0
#rajoy en problemas. si negocia como le dice europa sus seguidores lo tacharán de maricón. eso le pasa por recurrir a las hordas fascistas.,0
me caga los huevos que transmitan en vivo para arreglarse su cochambroso cabello consíganse un puto espejo mierda!!!  jajajaja #ira,1
vivo todos los putos días esperando un nuevo video de bromas telefónicas son mis favoritos gracias puto crack!!!!!😍,0
@usuario @usuario totalmente de acuerdo es una mentada de madre q lo hagan ahí ni siquiera equipo de primera tienen y en un estadio que se está der,0
pura rola buena pura crema letra loca que te envenena,0
@usuario no seas mariquita y desbloqueame pinche chillón!!!!,1
quiero sentir una verga dura y gruesa en mi vizcocho mete y saca,0
todas las mujeres son putas.... con quien ellas quieren.,1
o sea que las mujeres no pueden decir verga y los hombres los de verdad no pueden decir lindo. y epn no puede decir infrastructure.,1
@usuario 😡😡😡poca madre.!! pero hay la llevamos ya falta poquito para estar como venezuela sigamos sin hacer nada viva méxico,0
es para inteligentes abordar la fama y la hombría confirmado maricon traicionero aborto malnacido.,1
¡paren de llamar a las mujeres putas! ya estamos en el 2017 si no te gusta el sexo eres alguien bastante raro.,0
oye @usuario este partido debería haber sido contra ti.. porqué abandonaste mariquita?,1
en fin les gusta estar en su zona de confort no estén mamando,0
sophie turner se va a casar y yo aquí... leyendo barrera hematoencefálica en batita de felpa.  ser la loca de los gatos como meta de vida ✔,0
me moriii cuando supieron de la existencia de cada uno omggggg❤️😻 @usuario @usuario  ❤️ los hermanos hijos de otra madre ❤️😻❤️,0
con humildad aceptó mis éxitos y no presumir mucho de ellos pero eso no me evita pensar que dentro de mi diga: me la pelan putos!!! 😊😊,1
@usuario hijo de tu puta madre quien te crees para ponerme así de tristirijillo? josé josé?,1
estoy hasta la puta madre de los videos del puto de victor gonzalez,1
jajaja esque sabes que es la verdad. pero si la gente está loca. menos tú. bueno si estás medio loca peor te entiendo.,0
amigos y conocidos se la viven en la peduki loca y uno que ya dejó el alcohol por la paz :v,0
no se como le hacen las chavas para llegar hasta con los labios pintados yo llego  y luis me dice que me veo de la verga sin maquillaje😒😂,0
cuando la mamá luchona deja encargada a su bendición para ir a buscar un papá y/o un hermanito para la respectiva. =o,1
esoooooo es pinches jugadores hdp @usuario  yo le pondría y me partiría mil veces más la puta madre que cualquiera de ellos!!,1
no me importa lo que digan esos putos periodistas! hay que alentar a la selesioooon ohhh ohhh hay que alentar la selesiooon! @usuario  1/2,1
marica vez como haz cambiado ya ni aguantas nada.,0
revolcando te digo. y no pelar a la rana está de la verga. oh wait a minute... 😂😂😂,0
veo mis viejas publicaciones y tweets y digo... ¡que bueno que estoy loca!,0
tranquilos hijos de sus putas madres.  siempre está #messi,0
@usuario bueno no es como que el que hizo a escobar hablara siquiera español... sí le vale madre (a la producción).,0
la loca de un ojo xd el mejor especial.. hasta ahora... tan tan taaaaaaaan (ok ya paro),0
estos pinches rateros y sinvergüenzas no tienen madre. no hay más rateros que los priístas.,1
llevo tres putos días sin dormir bien y mañana me toca guardia en periciales 😭😭,0
trabajar el alcohol y las putas no son gratis jajajaja,0
todos los que te dan like me súper pelan la verga. 🤷🏻‍♂️🙂,1
"si algo me vuelve loca es no tener el control de ésto a lo que le llamo ""voz interior""",0
ser un marica no tiene nada que ver con tus preferencias sexuales si eres un hombre con pocos huevos automáticamente eres un pinche putote,1
cómo tener loca a una mujer: 1. tómela una foto. 2. no se la enseñes.,0
ya ni en twitter te dejan mamar agusto pinche sociedad sensible y marica.,1
generalmente recuerdo a la gente por alguna canción en especial inclusive personas que en mi vida vale verga.,0
mi abuelito bien emocionado por los goles de méxico. ahuevo putos goooool méxico,0
@usuario astros fue lo que viste después de aquel magnífico vergazo que te metió el desnalgado de tlatoani.,1
yo me pongo a tus órdenes con mi culo bien caliente para disfrutar de tu rica y babienta verga papasito,0
@usuario chingada madre donde esta @usuario para decir esta pinche voca es mia!!!!!    😠😠😠😠😠😠,0
casual que a los pendejos de @usuario se les ocurrió desactivarme la sim y no tengo ni teléfono ni datos... hdp,1
@usuario edición coleccionista de destiny 2? madre mía si gustos más diferentes no podemos tener 😂😂😂 yo ni la básica 😂😂😂,0
tanto vídeo de la gilbertona me tiene bien pendeja  por eso valgo madre en cálculo.,0
la puta madre se pintó el cabello de azullll,0
@usuario hijo de tu puta madre perra ojala te maten maldito perro,1
primir mis jintis y lis qui filtin. pinches ridículos hijos de su puta madre me emperran alv.,1
yo soy la abeja reina y que chinguen a su madre los demás putos,1
una mentada de madre al pasado también ayuda!,0
mira una cosa es que yo soporte tus desplantes por qué estoy pendeja. y otra muy diferente que mis amigos tengan que soportarlos.,0
si vas a proponer pendejadas mejor no hagas ni madres y dejamos que el albañil diseñe. morro pendejo sin noción de diseño o funcionalidad. 😡,1
"súper ""ok"" yo tengo que aguantar tus mamonerias y tus putos visto. 😔😒",0
@usuario @usuario @usuario las putas gatas como siempre sacando lo.mas naco del ser humano solo por.no aceptar su putísima mediocridad...,1
jajaja no mames aquí no pongas eso y por algo será nos ponemos de acuerdo en el grupo mejor bye putos,0
jajajaja estas loca o que🤔 estoy esperando los tuyos,0
@usuario a la mierda peña y sus putos de telewila apoyamos a méxico y su gente no a puercos corruptos que buscan venganza d la manera + baja! salud,1
sí está de la verga la verdad. se le ve la consigna al wey.,1
follow me @usuario !! ten un buen retorno. abrazo grande mi marica mayor.,0
"hoy pasaron por mi y la primera frase que escuché fue ""me duele un chingo la garganta"" ahí todo valió verga.",0
padres de familia del colegio rebsamen piden que putos todos.,0
deberían investigar putos cajeros siempre pasa lo mismo,0
perdonar a los pendejos es cosa de dios partirles su madre es cosa mía.,1
#cosasquesonrománticas cuando se la estás mamando y te dice volteate @usuario @usuario,0
coño e su madre cuando pierdo los cambios hechos en el trabajo...... mierdaa puta tecnología,0
acaso como ciudadano no estás hasta la madre de escuchar de fraudes saqueos corrupción y violencia que vive méxico?,0
aaa el joto saliendo del closet grita a los cuatro vientos “ teamo verga”,0
@usuario @usuario seguro no esa clase de gueyes son putos abusan de la mujer pero si ven hombre ni se bajan saben que les van a partir la madre,1
😟 piedad madre naturaleza piedad. 🙏,0
nunca estamos preparados para la perdida d un ser querido duele tanto y mas si es un familiar una madre un padre… <url>,0
ajaaaaaaaá esto era una trampa para ver si seguías de marica!,1
pinches inglecitos putos tirándose como sudamericanos para perder tiempo.  @usuario eres un crack. #fifau17wc 🇲🇽,1
quiero hacerme un tatuaje simbolico con alguien pero mis amigos son bien putos ptm,1
ya sabes que lo mío es tuyo y lo tuyo me vale verga pues tengo lo mío.,0
barry dice que le pone las putas a santi jajajajajajajajajaajaj,0
¿ y a tiperra estúpida  te va a cargar la verga o qué hacías en mis sueños..?,1
pues a decir por el trailer se puede contemplar que skywalker sigue siendo un marica,0
verga cada chavo que veo cada chavo que me gusta que me pasaaaa🙄😂😂😂,0
📞bete ala puta chingada madre y amy dejame enpaz lla parale!!,1
qué no se pierda ese antiguo y legendario arte de dar dulces caducados... hijos de sus pinches madre mejor no den ni madre!,1
#nuevafotodeperfil.  estare en villahermosa apartir de las 4 hombres de verga gramde para cojer pagem 3 six y la arman…,0
"""si se organizan por grupo..."" no se organizan ni para unas putas dispositivas los pendejos😒😒",1
tuve que matar una lagartija porque mi hermana se puso como loca... estaba en el techo y tuve que saltar con la escoba como loco :(,0
el perro que se haya robado mi celular se quedó con todos mis putos packs alv.,0
rompen la pija con ese maldonado de mierda y ni hablan de delfina que con 2 años y 9 meses la encontraron muerta. mangas de cínicos. hdp.,1
una en proceso de ponerse guapa para ir a cenar o a la alberca...les gusta mi putita #hotwife #hotmilf,1
mi doctora me prohibio estar triste enojada estresada etc  lpm como carajos quiere que controle mis putos sentimientos...,0
qué uno venga a clases con estas putas inundaciones y el profesor no venga 😐,0
ojalá así de rapido subieran mis putas ganas de vivir que cada día que pasa se van mas al suelo.,0
que esto que el otro pero el puto desviado sailor fag rapea mucho más que la mayoría de raperitos de tw.,1
mi putito en tanga y en cuatro patas mamando mi verga 🍌🍑,1
hombre que sabe bailar (cualquier tipo de ritmo musical) no pide verga la exige.,1
linda noche mis amores 😘😘 #maidtrans #travesti #crossdresser #putita #sexyladyboy #piernuda #sexosa,0
que verga dices un mundial sin messi pierde el 30% de su valor,0
mis weyes ya van a los grammys putos... 👌 *a huevo puto!*(es de una exo-lalv :v...),0
veo fotos #antolia en mi celu? suena voy a amarte después me enamoré de ti empiezo a gritar como loca y todos....😱 @usuario @araceli_g,0
que putas??? en @usuario no saben dónde están todas las maletas del vuelo 2229 procedente de gdl son una reverenda mierda!!,1
con ganas de reventarte el hocico de un putazo pinche joto,0
ya quiero la guita para un ejército de putas y que empiecen a cromarle la poronga a #messi . ya!!!,0
me podrías coger a mi así de rico me encantaría sentir tu rica verga bien metida en mi culo,0
@usuario @usuario @usuario q se puede esperar del maricon de closet de la yañez aun recuerdo esa ves q lo vi en zona rosa viendo quien lo levantada,1
si pudieras abrazar a cualquier persona en este momento ¿quién sería? — a mi madre la echo de menos.,0
que tal esta putita de león gto solo ojo usen gorro con el y no se despeguen de sus cosas @usuario @usuario @usuario,1
por eso prefiero no acordarme de mis putos sueños 😓🙄😒,0
a la madre pobre de jair!,0
es la opinión de la morra y la respeto. me parece que está de la verga pero la respeto.  es mi opinión y ctm si no la respetas. <url>,1
ya empezó octubre ya se pueden vestir como putas 🙊#esbromaesbroma,1
que verga con las candidatas 🙄😖 #señoritafiestaspatrias2017 #villadelcarbon #magicoxnaturaleza,0
es que eres como el toro cabron pero sin el pilote nomas eres putito,1
tengo todo lo que la pone loca tiri ri rinn tin tiin tin tintin,0
mi gastro dice que ya estoy súper curada y que me la pela todo lo que quiera tragar puedo iniciar mi proceso de llegar a puerco cuanto antes,0
y que yo diga que escuchar coldplay es de putos no quiere decir que tengas que sufrir por ello.,0
@usuario viva la austeridad priísta!!! además las pintarán de blanco los hdp !!!  😜😜😜,1
"(sarcasmo) han d estar ahorita bien divertidos disfrutando de su ""agua loca"" superaron la receta oja…",0
tres putos años sin poner un tuit y se me ocurre regresar a twitter a estas horas que nadie te ni un pinche fav. ⭐,0
#lavozmexico ahora vestirte de mujer y ser #gay ya es un arte jajaja en mis tiempos le deciamos puto o joto y ya,0
"sabes que me gusta""mirar te cuando te estoy mamando.me excita mucho.",0
le vas a lamber los huevos? pinche maricon de 💩💩💩💩💩💩💩💩,0
no soporto a los hombres que creen que una mujer vale menos solo por decir groserías. pendejos hijos de su puta madre.,1
un putito ranchero en cdmx que que rico se come la verga!! como buen ranchero! con todo y huevos!! 😈😈😈,1
la madre naturaleza enviando huracanes a los estados en donde ganó trump ¿coincidencia? 😂,0
pinche morra meca ¿por qué me cagas tanto y no puedo mandarte a la mierda?,1
indicadores macroeconómicos probabilidad y costos en verdad me van a volver loca.🙃,0
van juntos??? oh si perdón... el mismo striper que le bailara a vanda le bailara también a ese maricon... jajajajaja,0
"amigos neta nos vale verga que se vayan a empedar diario y así ya tienen más de 20 ya no es ""cool"" pendejos. putos todos.",1
cosas que me cagan horriblemente y tener que esperar a alguien que es impuntual como la puta madre,0
oigan una duda: la v word es la palabra de la virgen (maría madre de dios) ¿verdad?,0
ag • tú eres una loca enamorada jajaja te la llevas de mandil me encantas estás hermosa 😍,0
"""y no me importa lo que digan esos putos periodistas la puta que los pareo"" así argentina. #messi",1
reallll qp joe y nick fueron mis mayores crushes desde los 7 años hasta los 15 jajajajajaja la más loca fan,0
que asco de personas.... solo son unas ratas que hablan a lo pendejo..... chingen a su madre los del pan y los que ya no son del pan putos,1
"""un grupo de ciudadanos con banderas españolas"". ¿se puede dar mas puto asco @usuario son putos fachas joder",1
putos aires acondicionados de mierda estoy malísima por su puta culpa,0
a la verga es horrible sentirse entre la espada y la pared ¿que se hacen en estos casos...? lo indebido o lo correcto 😒😒,0
pero si fuera el @usuario esas mierdas rateras ni dirían que es robo o que no existió un gol chingar a sus putas madres,1
pinche monito ridículo ya me lo imagino enfrentando una grave crisis de seguridad:”denle abrazos a los terroristas…,0
increíble lo marica que son los jugadores del america😂,1
eres fea con madre amiga,0
le hacen mucho a la mamada si todo el partido no han jugado a nada ya clasificaron y ya vale madre chavos,0
confieso que estoy bien pendeja en eso del amortzz mis respetos a las putas 🙌🏻,1
no es mi pedo tener una amistad normal y tranquila con alguien y que la tomes a tus putos celos wey.,0
he estado soñando un chingo en ser dj.profesional. y tener mi estudio estaría bien verga,0
el problema es que a veces se intenta detener a quien de entrada se le debería disparar. ☝🏻 ojalá no me elimine la…,0
todos los días hay tarea jajaja todos los días hay que seguir estudiando a las putas bacterias y parásitos,0
pinche enfermo de mierda trastornado. marica hijo de tu puta madre.,1
nunca sales pero cuando sales lo presumes a madres puto naco.,1
otra vez clavillazo?? vas a chingas a tu madre pinche hipócrita. candil de la calle oscuridad de tu casa,1
@usuario y a los partidos políticos con mimi lupa jajajajajajaja no mamen ine pto hdp,1
a menos que seas joto porque entonces ni entras siquiera!!!,1
"buueeennoo .... seguro el chofer asesinado era un violador hdp. las mujeres no matan o si lo hacen es por una ""buena"" razón.",1
@usuario @usuario putos argentinos no se merecen a messi ojalá que no clasifiquen y qué messi renuncie a ver que pinches hacen con todos sus muerto,1
histeria contra tu putisima madre pinche joto cobarde de mierda puto traga vergas del pri-an,1
putas viejas y sus corazones en los mensajes de él.,0
cada vez que me da el síndrome premenstrual me digo a mi misma que la loca soy yo y que mi novio es un santo😂,0
ah que putos  le voy a avisar a @usuario que le están pedaleando su bicicleta 🚴,1
play dead de @usuario es mi mood últimamente. en general toda la música de la loca esta.,0
"básicamente la ""felicidad"" consiste en que te valga madre la vida de todos los demás y vivas la tuya como quieras.",0
verga es una palabra básica en boca de cualquier mexican,0
sigan de pecadores putos... que creen que por el temblor no les voy a enseñar la verga hoy o que?,1
no putas mames .... que delicia de putito ❤️❤️❤️❤️,0
me caga que digan que la novia del estudiante no es la esposa del profesionista verga y si sí pasa crean tantito en el amor 🙄,0
si van a andar de putas que no quiten nada así a lo cabrón como debe ser.,1
calmante thalia! tú y yo ya ni madre tenemos cómo pa pedir permiso,0
y te das cuenta que no eres la única loca jajajajajaja,0
dije onvre emoso no pinche morro mestizo joto meco de la verga,0
@usuario @usuario porque es un verdadero pendejo y maricon lozano nadie lo quiere sólo es un lamehuevos que se esconde bajo las faldas de sus jefes,1
yyyyyyyyyooooooooo quiero darle unas buenas mamadas a tu rica verga,0
lee bien con atencion la oracion son putas que andan con varios hombres no que esten rodeadas de ellos,1
que putas esta pasando con sl???? es en serio disney???? 😤,0
"""perfect putos me la llevé sin replica"" - aczino. (guarden el twit) #batalladelosgallos",0
que intensa mi semana!! y apenas es viernes!! 🤤🤤🤤🤤,0
¿cómo sé que ya va a hacer frío? los mosquitos están más putos locos que de costumbre. saben que no tardan en chingar a su madre.,0
spoiler: todas son putas. la felicidad la encuentras con esa que te da más horas y sonrisas a ti que a los demás.,1
verga es que no saben lo rico que es un cigarro terminando de comer,0
un video sin sonido y ni se mueve pero me esta volviendo loca,0
metí 3 putos goles hoy y de verdad qué puta rabia tenía acumulada ya hace varios  días. los goles me ayudaron a sacar todo lo malo. ❤️⚽️,0
me urge mandarte a la chingada con la #nuevatarjetametro,1
alguien se quiere salir !! lo sacamos?? denle #rt para sacarlo! #bear #osomamador #boxer #verga,0
"❤ si podría ser el amor de tu vida pero digo la palabra ""verga"" y pues alv.",0
no mames pinches chilangos porque siempre con la inche transa?? porqué siempre a pasarse de listos...no mame…,0
síguele acumulando puntos para mandarte a la chingada,1
ya que estamos hablando de locas tu e res loca y media 💓,0
por que putas por tierra? por qué putas #ravens ??😡🖕🏿,0
de tanto que han estado mamando con su coco ya me dieron ganas de cocojerte @usuario,1
que cabrones!!!!!! yo están desahogándome con mis amigas de que ya no iban a subir video llorando como loc…,0
de weba el pinche partido! @usuario al tiro putos ! hechenle huevos 💪🏻 #hexagonalfinal,1
que hdp @usuario en lugar de colgarse de #nofuetuculpa háganse cargo y garanticen seguridad con esos tyc apoyan la impunidad e inseguridad,1
"gente que se sube al mame de ""octubre"". aqui es mexico! lo spooky pasa en noviembre putas.",0
rt y ❤si nos das verga a las dos #tittytuesday #martesdetetas #felizmartes #followback #petite,0
en este encuentro telefónico he recordado que estoy loca por ti.,0
siempre sacan la misoginada de que se drogan beben son putas andaban en la calle como si por eso entonces merecían ser asesinadas.,0
es que quién no gritaría como loca cuando luismi cantó la bikina cuando estaba todo guapo 😍😍😍,0
"presiento que la china loca fue la que le dijo ""me gustas"" a jinha  alv 🙃🙃🙃",0
-no madre! -no me regañe a la bendición! -solo olvido la lamina de la idenpendecia.,0
también doy servicio anal pero depende del tamaño de la verga jajaja no quiero  q me maten,0
que bueno que hoy juega rayados y tigres para no ver a todos los posers mamando a los astros,0
